id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-01632,(shared/component),button,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx,90,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx:90,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01633,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx,92,onClick={(e) => { e.stopPropagation(); onToggleWatched(episode); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx:92,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01634,(shared/component),button,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,113,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:113,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01635,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,114,onClick={handlePlay},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:114,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01636,(shared/component),button,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,120,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:120,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01637,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,121,onClick={handleDetails},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:121,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01638,(shared/component),button,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,135,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:135,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01639,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx,137,onClick={() => { setCurrentIndex(i); setBackdropError(false); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/HeroBanner.tsx:137,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01640,(shared/component),button,apps/frontend/src/components/jellyfin/media/JellyfinPageWrapper.tsx,15,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/JellyfinPageWrapper.tsx:15,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01641,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/JellyfinPageWrapper.tsx,16,onClick={toggleFullWidth},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/JellyfinPageWrapper.tsx:16,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01642,(shared/component),button,apps/frontend/src/components/jellyfin/media/MediaCard.tsx,69,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/MediaCard.tsx:69,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01643,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/MediaCard.tsx,70,onClick={handleClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/MediaCard.tsx:70,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01644,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,92,onClick={handleOverlayClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:92,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01645,(shared/component),input,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,100,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:100,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01646,(shared/component),change-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,104,onChange={(e) => setQuery(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:104,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01647,(shared/component),button,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,108,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:108,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01648,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,109,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:109,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01649,(shared/component),button,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,147,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:147,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01650,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,149,onClick={() => handleItemClick(m)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:149,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01651,(shared/component),button,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,164,"<button key={s.Id} onClick={() => handleItemClick(s)} className=""group text-left"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:164,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01652,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,164,"<button key={s.Id} onClick={() => handleItemClick(s)} className=""group text-left"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:164,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01653,(shared/component),button,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,177,"<button key={e.Id} onClick={() => handleItemClick(e)} className=""group text-left"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:177,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01654,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,177,"<button key={e.Id} onClick={() => handleItemClick(e)} className=""group text-left"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:177,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01655,(shared/component),button,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,230,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:230,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01656,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx,231,onClick={onOpen},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SearchOverlay.tsx:231,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01657,(shared/component),button,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx,32,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx:32,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01658,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx,33,onClick={() => setOpen(!open)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx:33,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01659,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx,42,"<div className=""fixed inset-0 z-30"" onClick={() => setOpen(false)} />",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx:42,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01660,(shared/component),button,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx,47,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx:47,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01661,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx,49,onClick={() => { onSelect(season.IndexNumber); setOpen(false); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/SeasonPicker.tsx:49,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01662,(shared/component),button,apps/frontend/src/components/jellyfin/media/WatchlistButton.tsx,116,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/WatchlistButton.tsx:116,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01663,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/WatchlistButton.tsx,118,onClick={handleClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/WatchlistButton.tsx:118,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01664,(shared/component),button,apps/frontend/src/components/jellyfin/media/WatchlistPicker.tsx,84,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/WatchlistPicker.tsx:84,Source-inventoried and route rendered; control not individually mutated during safe audit
